Time(s),Input(v),Output(v),Output(m)
11.6,2.495,0.000,0.000
11.7,2.947,0.000,0.000
11.8,5.000,0.009,0.009
11.9,5.000,0.070,0.071
12,5.000,0.180,0.184
12.1,5.000,0.341,0.348
12.2,5.000,0.550,0.562
12.3,5.000,0.808,0.825
12.4,5.000,1.114,1.137
12.5,5.000,1.467,1.497
12.6,5.000,1.866,1.904
12.7,5.000,2.311,2.358
12.8,5.000,2.800,2.858
12.9,5.000,3.335,3.403
13,5.000,3.913,3.993
13.1,5.000,4.534,4.627
13.2,5.000,5.199,5.305
13.3,5.000,5.905,6.025
13.4,5.000,6.652,6.788
13.5,5.000,7.441,7.593
13.6,5.000,8.270,8.438
13.7,5.000,9.138,9.325
13.8,5.000,10.000,10.251
13.9,5.000,10.000,11.217
14,5.000,10.000,12.221
14.1,5.000,10.000,13.264
14.2,5.000,10.000,14.345
14.3,5.000,10.000,15.463
14.4,5.000,10.000,16.618
14.5,5.000,10.000,17.809
14.6,5.000,10.000,19.036
14.7,5.000,10.000,20.298
14.8,5.000,10.000,21.595
14.9,5.000,10.000,22.926
15,5.000,10.000,24.291
15.1,5.000,10.000,25.689
15.2,5.000,10.000,27.121
15.3,5.000,10.000,28.584
15.4,5.000,10.000,30.080
15.5,5.000,10.000,31.607
15.6,5.000,10.000,33.165
15.7,5.000,10.000,34.754
15.8,5.000,10.000,36.373
15.9,5.000,10.000,38.022
16,5.000,10.000,39.700
16.1,5.000,10.000,41.408
16.2,5.000,10.000,43.143
16.3,5.000,10.000,44.907
16.4,5.000,10.000,46.699
16.5,5.000,10.000,48.518
16.6,5.000,10.000,50.365
16.7,5.000,10.000,52.237
16.8,5.000,10.000,54.136
16.9,5.000,10.000,56.062
17,5.000,10.000,58.012
17.1,5.000,10.000,59.988
17.2,5.000,10.000,61.988
17.3,5.000,10.000,64.014
17.4,5.000,10.000,66.063
17.5,5.000,10.000,68.136
17.6,5.000,10.000,70.232
17.7,5.000,10.000,72.352
17.8,5.000,10.000,74.495
17.9,5.000,10.000,76.660
18,5.000,10.000,78.847
18.1,5.000,10.000,81.056
18.2,5.000,10.000,83.287
18.3,5.000,10.000,85.539
18.4,5.000,10.000,87.812
18.5,5.000,10.000,90.106
18.6,5.000,10.000,92.420
18.7,5.000,10.000,94.754
18.8,5.000,10.000,97.108
18.9,5.000,10.000,99.482
19,5.000,10.000,101.875
19.1,5.000,10.000,104.287
19.2,5.000,10.000,106.718
19.3,5.000,10.000,109.167
19.4,5.000,10.000,111.635
19.5,5.000,10.000,114.120
19.6,5.000,10.000,116.624
19.7,5.000,10.000,119.144
19.8,5.000,10.000,121.683
19.9,5.000,10.000,124.238
20,5.000,10.000,126.809
20.1,5.000,10.000,129.398
20.2,5.000,10.000,132.003
20.3,5.000,10.000,134.623
20.4,5.000,10.000,137.260
20.5,5.000,10.000,139.912
20.6,5.000,10.000,142.580
20.7,5.000,10.000,145.263
20.8,5.000,10.000,147.961
20.9,5.000,10.000,150.674
21,5.000,10.000,153.401
21.1,5.000,10.000,156.143
21.2,5.000,10.000,158.899
21.3,5.000,10.000,161.668
21.4,5.000,10.000,164.452
21.5,5.000,10.000,167.249
21.6,5.000,10.000,170.060
21.7,5.000,10.000,172.884
21.8,5.000,10.000,175.721
21.9,5.000,10.000,178.571
22,5.000,10.000,181.433
22.1,5.000,10.000,184.308
22.2,5.000,10.000,187.195
22.3,5.000,10.000,190.095
22.4,5.000,10.000,193.006
22.5,5.000,10.000,195.929
22.6000000000001,5.000,10.000,198.864
22.7000000000001,5.000,10.000,201.811
22.8000000000001,5.000,10.000,204.768
22.9000000000001,5.000,10.000,207.737
23.0000000000001,5.000,10.000,210.717
23.1000000000001,5.000,10.000,213.708
23.2000000000001,5.000,10.000,216.709
23.3000000000001,5.000,10.000,219.721
23.4000000000001,5.000,10.000,222.744
23.5000000000001,5.000,10.000,225.777
23.6000000000001,5.000,10.000,228.819
23.7000000000001,5.000,10.000,231.872
23.8000000000001,5.000,10.000,234.935
23.9000000000001,5.000,10.000,238.007
24.0000000000001,5.000,10.000,241.089
24.1000000000001,5.000,10.000,244.181
24.2000000000001,5.000,10.000,247.282
24.3000000000001,5.000,10.000,250.392
24.4000000000001,5.000,10.000,253.511
24.5000000000001,5.000,10.000,256.639
24.6000000000001,5.000,10.000,259.775
24.7000000000001,5.000,10.000,262.921
24.8000000000001,5.000,10.000,266.075
24.9000000000001,5.000,10.000,269.237
25.0000000000001,5.000,10.000,272.408
25.1000000000001,5.000,10.000,275.587
25.2000000000001,5.000,10.000,278.774
25.3000000000001,5.000,10.000,281.969
25.4000000000001,5.000,10.000,285.172
25.5000000000001,5.000,10.000,288.383
25.6000000000001,5.000,10.000,291.601
25.7000000000001,5.000,10.000,294.827
25.8000000000001,5.000,10.000,298.060
25.9000000000001,5.000,10.000,301.301
26.0000000000001,5.000,10.000,304.549
26.1000000000001,5.000,10.000,307.804
26.2000000000001,5.000,10.000,311.066
26.3000000000001,5.000,10.000,314.335
26.4000000000001,5.000,10.000,317.611
26.5000000000001,5.000,10.000,320.893
26.6000000000001,5.000,10.000,324.183
26.7000000000001,5.000,10.000,327.478
26.8000000000001,5.000,10.000,330.781
26.9000000000001,5.000,10.000,334.089
27.0000000000001,5.000,10.000,337.404
27.1000000000001,5.000,10.000,340.726
27.2000000000001,5.000,10.000,344.053
27.3000000000001,5.000,10.000,347.386
27.4000000000001,5.000,10.000,350.725
27.5000000000001,5.000,10.000,354.071
27.6000000000001,5.000,10.000,357.421
27.7000000000001,5.000,10.000,360.778
27.8000000000001,5.000,10.000,364.140
27.9000000000001,5.000,10.000,367.508
28.0000000000001,5.000,10.000,370.881
28.1000000000001,5.000,10.000,374.260
28.2000000000001,5.000,10.000,377.644
28.3000000000001,5.000,10.000,381.033
28.4000000000001,5.000,10.000,384.428
28.5000000000001,5.000,10.000,387.827
28.6000000000001,5.000,10.000,391.232
28.7000000000001,5.000,10.000,394.641
28.8000000000001,5.000,10.000,398.055
28.9000000000001,5.000,10.000,401.475
29.0000000000001,5.000,10.000,404.898
29.1000000000001,5.000,10.000,408.327
29.2000000000001,5.000,10.000,411.760
29.3000000000001,5.000,10.000,415.198
29.4000000000001,5.000,10.000,418.640
29.5000000000001,5.000,10.000,422.087
29.6000000000002,5.000,10.000,425.538
29.7000000000002,5.000,10.000,428.994
29.8000000000002,5.000,10.000,432.453
29.9000000000002,5.000,10.000,435.917
30.0000000000002,5.000,10.000,439.385
30.1000000000002,5.000,10.000,442.857
30.2000000000002,5.000,10.000,446.333
30.3000000000002,5.000,10.000,449.813
30.4000000000002,5.000,10.000,453.297
30.5000000000002,5.000,10.000,456.785
30.6000000000002,5.000,10.000,460.276
30.7000000000002,5.000,10.000,463.772
30.8000000000002,5.000,10.000,467.271
30.9000000000002,5.000,10.000,470.773
31.0000000000002,5.000,10.000,474.280
31.1000000000002,5.000,10.000,477.789
31.2000000000002,5.000,10.000,481.303
31.3000000000002,5.000,10.000,484.819
31.4000000000002,5.000,10.000,488.340
31.5000000000002,5.000,10.000,491.863
31.6000000000002,5.000,10.000,495.390
31.7000000000002,5.000,10.000,498.920
31.8000000000002,5.000,10.000,502.453
31.9000000000002,5.000,10.000,505.990
32.0000000000002,5.000,10.000,509.529
32.1000000000002,5.000,10.000,513.072
32.2000000000002,5.000,10.000,516.617
32.3000000000002,5.000,10.000,520.166
32.4000000000002,5.000,10.000,523.718
32.5000000000002,5.000,10.000,527.272
32.6000000000002,5.000,10.000,530.829
32.7000000000002,5.000,10.000,534.390
32.8000000000002,5.000,10.000,537.953
32.9000000000002,5.000,10.000,541.518
33.0000000000002,5.000,10.000,545.087
33.1000000000002,5.000,10.000,548.658
33.2000000000002,5.000,10.000,552.232
33.3000000000002,5.000,10.000,555.808
33.4000000000002,5.000,10.000,559.387
33.5000000000002,5.000,10.000,562.968
33.6000000000002,5.000,10.000,566.552
33.7000000000002,5.000,10.000,570.139
33.8000000000002,5.000,10.000,573.728
33.9000000000002,5.000,10.000,577.319
34.0000000000002,5.000,10.000,580.913
34.1000000000002,5.000,10.000,584.508
34.2000000000002,5.000,10.000,588.107
34.3000000000002,5.000,10.000,591.707
34.4000000000002,5.000,10.000,595.310
34.5000000000002,5.000,10.000,598.915
34.6000000000002,5.000,10.000,602.522
34.7000000000002,5.000,10.000,606.131
34.8000000000002,5.000,10.000,609.742
34.9000000000002,5.000,10.000,613.356
35.0000000000002,5.000,10.000,616.971
35.1000000000002,5.000,10.000,620.589
35.2000000000002,5.000,10.000,624.208
35.3000000000002,5.000,10.000,627.830
35.4000000000002,5.000,10.000,631.453
35.5000000000002,5.000,10.000,635.078
35.6000000000002,5.000,10.000,638.705
35.7000000000002,5.000,10.000,642.335
35.8000000000002,5.000,10.000,645.965
35.9000000000002,5.000,10.000,649.598
36.0000000000002,5.000,10.000,653.233
36.1000000000002,5.000,10.000,656.869
36.2000000000002,5.000,10.000,660.507
36.3000000000002,5.000,10.000,664.146
36.4000000000002,5.000,10.000,667.788
36.5000000000002,5.000,10.000,671.431
36.6000000000003,5.000,10.000,675.075
36.7000000000003,5.000,10.000,678.722
36.8000000000003,5.000,10.000,682.369
36.9000000000003,5.000,10.000,686.019
37.0000000000003,5.000,10.000,689.670
37.1000000000003,5.000,10.000,693.322
37.2000000000003,5.000,10.000,696.976
37.3000000000003,5.000,10.000,700.632
37.4000000000003,5.000,10.000,704.289
37.5000000000003,5.000,10.000,707.947
37.6000000000003,5.000,10.000,711.607
37.7000000000003,5.000,10.000,715.268
37.8000000000003,5.000,10.000,718.931
37.9000000000003,5.000,10.000,722.595
38.0000000000003,5.000,10.000,726.260
38.1000000000003,5.000,10.000,729.927
38.2000000000003,5.000,10.000,733.595
38.3000000000003,5.000,10.000,737.264
38.4000000000003,5.000,10.000,740.934
38.5000000000003,5.000,10.000,744.606
38.6000000000003,5.000,10.000,748.279
38.7000000000003,5.000,10.000,751.954
38.8000000000003,5.000,10.000,755.629
38.9000000000003,5.000,10.000,759.306
39.0000000000003,5.000,10.000,762.983
39.1000000000003,5.000,10.000,766.662
39.2000000000003,5.000,10.000,770.342
39.3000000000003,5.000,10.000,774.024
39.4000000000003,5.000,10.000,777.706
39.5000000000003,5.000,10.000,781.389
39.6000000000003,5.000,10.000,785.074
39.7000000000003,5.000,10.000,788.759
39.8000000000003,5.000,10.000,792.446
39.9000000000003,5.000,10.000,796.134
40.0000000000003,5.000,10.000,799.822
40.1000000000003,5.000,10.000,803.512
40.2000000000003,5.000,10.000,807.203
40.3000000000003,5.000,10.000,810.894
40.4000000000003,5.000,10.000,814.587
40.5000000000003,5.000,10.000,818.280
40.6000000000003,5.000,10.000,821.975
40.7000000000003,5.000,10.000,825.670
40.8000000000003,5.000,10.000,829.366
40.9000000000003,5.000,10.000,833.064
41.0000000000003,5.000,10.000,836.762
41.1000000000003,5.000,10.000,840.461
41.2000000000003,5.000,10.000,844.160
41.3000000000003,5.000,10.000,847.861
41.4000000000003,5.000,10.000,851.563
41.5000000000003,5.000,10.000,855.265
41.6000000000003,5.000,10.000,858.968
41.7000000000003,5.000,10.000,862.672
41.8000000000003,5.000,10.000,866.377
41.9000000000003,5.000,10.000,870.082
42.0000000000003,5.000,10.000,873.789
42.1000000000003,5.000,10.000,877.496
42.2000000000003,5.000,10.000,881.203
42.3000000000003,5.000,10.000,884.912
42.4000000000003,5.000,10.000,888.621
42.5000000000003,5.000,10.000,892.331
42.6000000000003,5.000,10.000,896.042
42.7000000000003,5.000,10.000,899.753
42.8000000000003,5.000,10.000,903.465
42.9000000000003,5.000,10.000,907.178
43.0000000000003,5.000,10.000,910.891
43.1000000000003,5.000,10.000,914.605
43.2000000000003,5.000,10.000,918.320
43.3000000000003,5.000,10.000,922.035
43.4000000000003,5.000,10.000,925.751
43.5000000000003,5.000,10.000,929.468
43.6000000000003,5.000,10.000,933.185
43.7000000000004,5.000,10.000,936.903
43.8000000000004,5.000,10.000,940.621
43.9000000000004,5.000,10.000,944.340
44.0000000000004,5.000,10.000,948.060
44.1000000000004,5.000,10.000,951.780
44.2000000000004,5.000,10.000,955.501
44.3000000000004,5.000,10.000,959.222
44.4000000000004,5.000,10.000,962.944
44.5000000000004,5.000,10.000,966.666
44.6000000000004,5.000,10.000,970.389
44.7000000000004,5.000,10.000,974.113
44.8000000000004,5.000,10.000,977.837
44.9000000000004,5.000,10.000,981.561
45.0000000000004,5.000,10.000,985.286
45.1000000000004,5.000,10.000,989.012
45.2000000000004,5.000,10.000,992.737
45.3000000000004,5.000,10.000,996.464
45.4000000000004,5.000,10.000,1000.191
45.5000000000004,5.000,10.000,1003.918
45.6000000000004,5.000,10.000,1007.646
45.7000000000004,5.000,10.000,1011.374
45.8000000000004,5.000,10.000,1015.103
45.9000000000004,5.000,10.000,1018.832
46.0000000000004,5.000,10.000,1022.562
46.1000000000004,5.000,10.000,1026.292
46.2000000000004,5.000,10.000,1030.023
46.3000000000004,5.000,10.000,1033.754
46.4000000000004,5.000,10.000,1037.485
46.5000000000004,5.000,10.000,1041.217
46.6000000000004,5.000,10.000,1044.949
46.7000000000004,5.000,10.000,1048.681
46.8000000000004,5.000,10.000,1052.414
46.9000000000004,5.000,10.000,1056.148
47.0000000000004,5.000,10.000,1059.881
47.1000000000004,5.000,10.000,1063.615
47.2000000000004,5.000,10.000,1067.350
47.3000000000004,5.000,10.000,1071.085
47.4000000000004,5.000,10.000,1074.820
47.5000000000004,5.000,10.000,1078.555
47.6000000000004,5.000,10.000,1082.291
47.7000000000004,5.000,10.000,1086.028
47.8000000000004,5.000,10.000,1089.764
47.9000000000004,5.000,10.000,1093.501
48.0000000000004,5.000,10.000,1097.238
48.1000000000004,5.000,10.000,1100.976
48.2000000000004,5.000,10.000,1104.714
48.3000000000004,5.000,10.000,1108.452
48.4000000000004,5.000,10.000,1112.191
48.5000000000004,5.000,10.000,1115.929
48.6000000000004,5.000,10.000,1119.669
48.7000000000004,5.000,10.000,1123.408
48.8000000000004,5.000,10.000,1127.148
48.9000000000004,5.000,10.000,1130.888
49.0000000000004,5.000,10.000,1134.628
49.1000000000004,5.000,10.000,1138.369
49.2000000000004,5.000,10.000,1142.110
49.3000000000004,5.000,10.000,1145.851
49.4000000000004,5.000,10.000,1149.592
49.5000000000004,5.000,10.000,1153.334
49.6000000000004,5.000,10.000,1157.076
49.7000000000004,5.000,10.000,1160.818
49.8000000000004,5.000,10.000,1164.561
49.9000000000004,5.000,10.000,1168.303
50.0000000000004,5.000,10.000,1172.046
50.1000000000004,5.000,10.000,1175.790
50.2000000000004,5.000,10.000,1179.533
50.3000000000004,5.000,10.000,1183.277
50.4000000000004,5.000,10.000,1187.021
50.5000000000004,5.000,10.000,1190.765
50.6000000000004,5.000,10.000,1194.509
50.7000000000005,5.000,10.000,1198.254
50.8000000000005,5.000,10.000,1201.999
50.9000000000005,5.000,10.000,1205.744
51.0000000000005,5.000,10.000,1209.489
51.1000000000005,5.000,10.000,1213.235
51.2000000000005,5.000,10.000,1216.981
51.3000000000005,5.000,10.000,1220.726
51.4000000000005,5.000,10.000,1224.473
51.5000000000005,5.000,10.000,1228.219
51.6000000000005,5.000,10.000,1231.966
51.7000000000005,5.000,10.000,1235.712
51.8000000000005,5.000,10.000,1239.459
51.9000000000005,5.000,10.000,1243.206
52.0000000000005,5.000,10.000,1246.954
52.1000000000005,5.000,10.000,1250.701
52.2000000000005,5.000,10.000,1254.449
52.3000000000005,5.000,10.000,1258.197
52.4000000000005,5.000,10.000,1261.945
52.5000000000005,5.000,10.000,1265.693
52.6000000000005,5.000,10.000,1269.442
52.7000000000005,5.000,10.000,1273.190
52.8000000000005,5.000,10.000,1276.939
52.9000000000005,5.000,10.000,1280.688
53.0000000000005,5.000,10.000,1284.437
53.1000000000005,5.000,10.000,1288.186
53.2000000000005,5.000,10.000,1291.936
53.3000000000005,5.000,10.000,1295.685
53.4000000000005,5.000,10.000,1299.435
53.5000000000005,5.000,10.000,1303.185
53.6000000000005,5.000,10.000,1306.935
53.7000000000005,5.000,10.000,1310.685
53.8000000000005,5.000,10.000,1314.435
53.9000000000005,5.000,10.000,1318.186
54.0000000000005,5.000,10.000,1321.936
54.1000000000005,5.000,10.000,1325.687
54.2000000000005,5.000,10.000,1329.438
54.3000000000005,5.000,10.000,1333.189
54.4000000000005,5.000,10.000,1336.940
54.5000000000005,5.000,10.000,1340.692
54.6000000000005,5.000,10.000,1344.443
54.7000000000005,5.000,10.000,1348.195
54.8000000000005,5.000,10.000,1351.946
54.9000000000005,5.000,10.000,1355.698
55.0000000000005,5.000,10.000,1359.450
55.1000000000005,5.000,10.000,1363.202
55.2000000000005,5.000,10.000,1366.954
55.3000000000005,5.000,10.000,1370.707
55.4000000000005,5.000,10.000,1374.459
55.5000000000005,5.000,10.000,1378.211
55.6000000000005,5.000,10.000,1381.964
55.7000000000005,5.000,10.000,1385.717
55.8000000000005,5.000,10.000,1389.470
55.9000000000005,5.000,10.000,1393.223
56.0000000000005,5.000,10.000,1396.976
56.1000000000005,5.000,10.000,1400.729
56.2000000000005,5.000,10.000,1404.482
56.3000000000005,5.000,10.000,1408.236
56.4000000000005,5.000,10.000,1411.989
56.5000000000005,5.000,10.000,1415.743
56.6000000000005,5.000,10.000,1419.497
56.7000000000005,5.000,10.000,1423.250
56.8000000000005,5.000,10.000,1427.004
56.9000000000005,5.000,10.000,1430.758
57.0000000000005,5.000,10.000,1434.512
57.1000000000005,5.000,10.000,1438.267
57.2000000000005,5.000,10.000,1442.021
57.3000000000005,5.000,10.000,1445.775
57.4000000000005,5.000,10.000,1449.530
57.5000000000005,5.000,10.000,1453.284
57.6000000000005,5.000,10.000,1457.039
57.7000000000005,5.000,10.000,1460.794
57.8000000000006,5.000,10.000,1464.548
57.9000000000006,5.000,10.000,1468.303
58.0000000000006,5.000,10.000,1472.058
58.1000000000006,5.000,10.000,1475.813
58.2000000000006,5.000,10.000,1479.568
58.3000000000006,5.000,10.000,1483.324
58.4000000000006,5.000,10.000,1487.079
58.5000000000006,5.000,10.000,1490.834
58.6000000000006,5.000,10.000,1494.590
58.7000000000006,5.000,10.000,1498.345
58.8000000000006,5.000,10.000,1502.101
58.9000000000006,5.000,10.000,1505.856
59.0000000000006,5.000,10.000,1509.612
59.1000000000006,5.000,10.000,1513.368
59.2000000000006,5.000,10.000,1517.124
59.3000000000006,5.000,10.000,1520.880
59.4000000000006,5.000,10.000,1524.636
59.5000000000006,5.000,10.000,1528.392
59.6000000000006,5.000,10.000,1532.148
59.7000000000006,5.000,10.000,1535.904
59.8000000000006,5.000,10.000,1539.660
59.9000000000006,5.000,10.000,1543.417
60.0000000000006,5.000,10.000,1547.173
60.1000000000006,5.000,10.000,1550.929
60.2000000000006,5.000,10.000,1554.686
60.3000000000006,5.000,10.000,1558.442
60.4000000000006,5.000,10.000,1562.199
60.5000000000006,5.000,10.000,1565.956
60.6000000000006,5.000,10.000,1569.712
60.7000000000006,5.000,10.000,1573.469
60.8000000000006,5.000,10.000,1577.226
60.9000000000006,5.000,10.000,1580.983
61.0000000000006,5.000,10.000,1584.740
61.1000000000006,5.000,10.000,1588.497
61.2000000000006,5.000,10.000,1592.254
61.3000000000006,5.000,10.000,1596.011
61.4000000000006,5.000,10.000,1599.768
61.5000000000006,5.000,10.000,1603.525
61.6000000000006,5.000,10.000,1607.283
61.7000000000006,5.000,10.000,1611.040
61.8000000000006,5.000,10.000,1614.797
61.9000000000006,5.000,10.000,1618.555
62.0000000000006,5.000,10.000,1622.312
62.1000000000006,5.000,10.000,1626.070
62.2000000000006,5.000,10.000,1629.827
62.3000000000006,5.000,10.000,1633.585
62.4000000000006,5.000,10.000,1637.342
62.5000000000006,5.000,10.000,1641.100
62.6000000000006,5.000,10.000,1644.858
62.7000000000006,5.000,10.000,1648.616
62.8000000000006,5.000,10.000,1652.373
62.9000000000006,5.000,10.000,1656.131
63.0000000000006,5.000,10.000,1659.889
63.1000000000006,5.000,10.000,1663.647
63.2000000000006,5.000,10.000,1667.405
63.3000000000006,5.000,10.000,1671.163
63.4000000000006,5.000,10.000,1674.921
63.5000000000006,5.000,10.000,1678.679
63.6000000000006,5.000,10.000,1682.437
63.7000000000006,5.000,10.000,1686.195
63.8000000000006,5.000,10.000,1689.953
63.9000000000006,5.000,10.000,1693.712
64.0000000000006,5.000,10.000,1697.470
64.1000000000006,5.000,10.000,1701.228
64.2000000000006,5.000,10.000,1704.987
64.3000000000006,5.000,10.000,1708.745
64.4000000000006,5.000,10.000,1712.503
64.5000000000006,5.000,10.000,1716.262
64.6000000000006,5.000,10.000,1720.020
64.7000000000006,5.000,10.000,1723.779
64.8000000000006,5.000,10.000,1727.537
64.9000000000006,5.000,10.000,1731.296
65.0000000000006,5.000,10.000,1735.054
65.1000000000006,5.000,10.000,1738.813
65.2000000000006,5.000,10.000,1742.572
65.3000000000006,5.000,10.000,1746.330
65.4000000000006,5.000,10.000,1750.089
65.5000000000006,5.000,10.000,1753.848
65.6000000000005,5.000,10.000,1757.606
65.7000000000005,5.000,10.000,1761.365
65.8000000000005,5.000,10.000,1765.124
65.9000000000005,5.000,10.000,1768.883
66.0000000000005,5.000,10.000,1772.642
66.1000000000005,5.000,10.000,1776.401
66.2000000000005,5.000,10.000,1780.160
66.3000000000005,5.000,10.000,1783.918
66.4000000000005,5.000,10.000,1787.677
66.5000000000005,5.000,10.000,1791.436
66.6000000000005,5.000,10.000,1795.195
66.7000000000005,5.000,10.000,1798.954
66.8000000000005,5.000,10.000,1802.714
66.9000000000005,5.000,10.000,1806.473
67.0000000000005,5.000,10.000,1810.232
67.1000000000005,5.000,10.000,1813.991
67.2000000000005,5.000,10.000,1817.750
67.3000000000005,5.000,10.000,1821.509
67.4000000000004,5.000,10.000,1825.268
67.5000000000004,5.000,10.000,1829.028
67.6000000000004,5.000,10.000,1832.787
67.7000000000004,5.000,10.000,1836.546
67.8000000000004,5.000,10.000,1840.305
67.9000000000004,5.000,10.000,1844.065
68.0000000000004,5.000,10.000,1847.824
68.1000000000004,5.000,10.000,1851.583
68.2000000000004,5.000,10.000,1855.343
68.3000000000004,5.000,10.000,1859.102
68.4000000000004,5.000,10.000,1862.862
68.5000000000004,5.000,10.000,1866.621
68.6000000000004,5.000,10.000,1870.380
68.7000000000004,5.000,10.000,1874.140
68.8000000000004,5.000,10.000,1877.899
68.9000000000004,5.000,10.000,1881.659
69.0000000000004,5.000,10.000,1885.418
69.1000000000003,5.000,10.000,1889.178
69.2000000000003,5.000,10.000,1892.937
69.3000000000003,5.000,10.000,1896.697
69.4000000000003,5.000,10.000,1900.457
69.5000000000003,5.000,10.000,1904.216
69.6000000000003,5.000,10.000,1907.976
69.7000000000003,5.000,10.000,1911.735
69.8000000000003,5.000,10.000,1915.495
69.9000000000003,5.000,10.000,1919.255
70.0000000000003,5.000,10.000,1923.014
70.1000000000003,5.000,10.000,1926.774
70.2000000000003,5.000,10.000,1930.534
70.3000000000003,5.000,10.000,1934.293
70.4000000000003,5.000,10.000,1938.053
70.5000000000003,5.000,10.000,1941.813
70.6000000000003,5.000,10.000,1945.573
70.7000000000003,5.000,10.000,1949.332
70.8000000000003,5.000,10.000,1953.092
70.9000000000002,5.000,10.000,1956.852
71.0000000000002,5.000,10.000,1960.612
71.1000000000002,5.000,10.000,1964.372
71.2000000000002,5.000,10.000,1968.132
71.3000000000002,5.000,10.000,1971.891
71.4000000000002,5.000,10.000,1975.651
71.5000000000002,5.000,10.000,1979.411
71.6000000000002,5.000,10.000,1983.171
71.7000000000002,5.000,10.000,1986.931
71.8000000000002,5.000,10.000,1990.691
71.9000000000002,5.000,10.000,1994.451
72.0000000000002,5.000,10.000,1998.211
72.1000000000002,5.000,10.000,2001.971
72.2000000000002,5.000,10.000,2005.731
72.3000000000002,5.000,10.000,2009.491
72.4000000000002,5.000,10.000,2013.251
72.5000000000002,5.000,10.000,2017.011
72.6000000000002,5.000,10.000,2020.771
72.7000000000001,5.000,10.000,2024.531
72.8000000000001,5.000,10.000,2028.291
72.9000000000001,5.000,10.000,2032.051
73.0000000000001,5.000,10.000,2035.811
73.1000000000001,5.000,10.000,2039.571
73.2000000000001,5.000,10.000,2043.331
73.3000000000001,5.000,10.000,2047.091
73.4000000000001,5.000,10.000,2050.851
73.5000000000001,5.000,10.000,2054.611
73.6000000000001,5.000,10.000,2058.371
73.7000000000001,5.000,10.000,2062.131
73.8000000000001,5.000,10.000,2065.891
73.9000000000001,5.000,10.000,2069.651
74.0000000000001,5.000,10.000,2073.412
74.1000000000001,5.000,10.000,2077.172
74.2000000000001,5.000,10.000,2080.932
74.3000000000001,5.000,10.000,2084.692
74.4,5.000,10.000,2088.452
74.5,5.000,10.000,2092.212
74.6,5.000,10.000,2095.973
74.7,5.000,10.000,2099.733
74.8,5.000,10.000,2103.493
74.9,5.000,10.000,2107.253
75,5.000,10.000,2111.013
75.1,5.000,10.000,2114.774
75.2,5.000,10.000,2118.534
75.3,5.000,10.000,2122.294
75.4,5.000,10.000,2126.054
75.5,5.000,10.000,2129.815
75.6,5.000,10.000,2133.575
75.7,5.000,10.000,2137.335
75.8,5.000,10.000,2141.095
75.9,5.000,10.000,2144.856
76,5.000,10.000,2148.616
76.1,5.000,10.000,2152.376
76.1999999999999,5.000,10.000,2156.137
76.2999999999999,5.000,10.000,2159.897
