Time(s),Input(v),Output(v),Output(m)
16.3,5.000,10.000,143.809
16.4,5.000,10.000,146.498
16.5,5.000,10.000,149.202
16.6,5.000,10.000,151.921
16.7,5.000,10.000,154.654
16.8,5.000,10.000,157.402
16.9,5.000,10.000,160.164
17,5.000,10.000,162.939
17.1,5.000,10.000,165.728
17.2,5.000,10.000,168.531
17.3,5.000,10.000,171.347
17.4,5.000,10.000,174.177
17.5,5.000,10.000,177.019
17.6,5.000,10.000,179.874
17.7,5.000,10.000,182.742
17.8,5.000,10.000,185.622
17.9,5.000,10.000,188.514
18,5.000,10.000,191.418
18.1,5.000,10.000,194.335
18.2,5.000,10.000,197.263
18.3,5.000,10.000,200.202
18.4,5.000,10.000,203.153
18.5,5.000,10.000,206.116
18.6,5.000,10.000,209.089
18.7,5.000,10.000,212.074
18.8,5.000,10.000,215.069
18.9,5.000,10.000,218.075
19,5.000,10.000,221.091
19.1,5.000,10.000,224.118
19.2,5.000,10.000,227.155
19.3,5.000,10.000,230.202
19.4,5.000,10.000,233.259
19.5,5.000,10.000,236.325
19.6,5.000,10.000,239.402
19.7,5.000,10.000,242.488
19.8,5.000,10.000,245.583
19.9,5.000,10.000,248.688
20,5.000,10.000,251.801
20.1,5.000,10.000,254.924
20.2,5.000,10.000,258.056
20.3,5.000,10.000,261.196
20.4,5.000,10.000,264.345
20.5,5.000,10.000,267.502
20.6,5.000,10.000,270.668
20.7,5.000,10.000,273.842
20.8,5.000,10.000,277.025
20.9,5.000,10.000,280.215
21,5.000,10.000,283.413
21.1,5.000,10.000,286.620
21.2,5.000,10.000,289.833
21.3,5.000,10.000,293.055
21.4,5.000,10.000,296.284
21.5,5.000,10.000,299.520
21.6,5.000,10.000,302.764
21.7,5.000,10.000,306.015
21.8,5.000,10.000,309.273
21.9,5.000,10.000,312.538
22,5.000,10.000,315.810
22.1,5.000,10.000,319.088
22.2,5.000,10.000,322.374
22.3,5.000,10.000,325.666
22.4,5.000,10.000,328.964
22.5,5.000,10.000,332.269
22.6000000000001,5.000,10.000,335.580
22.7000000000001,5.000,10.000,338.898
22.8000000000001,5.000,10.000,342.222
22.9000000000001,5.000,10.000,345.551
23.0000000000001,5.000,10.000,348.887
23.1000000000001,5.000,10.000,352.229
23.2000000000001,5.000,10.000,355.576
23.3000000000001,5.000,10.000,358.930
23.4000000000001,5.000,10.000,362.289
23.5000000000001,5.000,10.000,365.653
23.6000000000001,5.000,10.000,369.023
23.7000000000001,5.000,10.000,372.399
23.8000000000001,5.000,10.000,375.780
23.9000000000001,5.000,10.000,379.166
24.0000000000001,5.000,10.000,382.557
24.1000000000001,5.000,10.000,385.953
24.2000000000001,5.000,10.000,389.355
24.3000000000001,5.000,10.000,392.762
24.4000000000001,5.000,10.000,396.173
24.5000000000001,5.000,10.000,399.589
24.6000000000001,5.000,10.000,403.011
24.7000000000001,5.000,10.000,406.436
24.8000000000001,5.000,10.000,409.867
24.9000000000001,5.000,10.000,413.302
25.0000000000001,5.000,10.000,416.742
25.1000000000001,5.000,10.000,420.186
25.2000000000001,5.000,10.000,423.634
25.3000000000001,5.000,10.000,427.087
25.4000000000001,5.000,10.000,430.544
25.5000000000001,5.000,10.000,434.006
25.6000000000001,5.000,10.000,437.471
25.7000000000001,5.000,10.000,440.941
25.8000000000001,5.000,10.000,444.415
25.9000000000001,5.000,10.000,447.892
26.0000000000001,5.000,10.000,451.374
26.1000000000001,5.000,10.000,454.860
26.2000000000001,5.000,10.000,458.349
26.3000000000001,5.000,10.000,461.842
26.4000000000001,5.000,10.000,465.339
26.5000000000001,5.000,10.000,468.839
26.6000000000001,5.000,10.000,472.344
26.7000000000001,5.000,10.000,475.851
26.8000000000001,5.000,10.000,479.363
26.9000000000001,5.000,10.000,482.877
27.0000000000001,5.000,10.000,486.395
27.1000000000001,5.000,10.000,489.917
27.2000000000001,5.000,10.000,493.442
27.3000000000001,5.000,10.000,496.970
27.4000000000001,5.000,10.000,500.501
27.5000000000001,5.000,10.000,504.036
27.6000000000001,5.000,10.000,507.573
27.7000000000001,5.000,10.000,511.114
27.8000000000001,5.000,10.000,514.658
27.9000000000001,5.000,10.000,518.205
28.0000000000001,5.000,10.000,521.755
28.1000000000001,5.000,10.000,525.308
28.2000000000001,5.000,10.000,528.863
28.3000000000001,5.000,10.000,532.422
28.4000000000001,5.000,10.000,535.983
28.5000000000001,5.000,10.000,539.547
28.6000000000001,5.000,10.000,543.114
28.7000000000001,5.000,10.000,546.684
28.8000000000001,5.000,10.000,550.256
28.9000000000001,5.000,10.000,553.831
29.0000000000001,5.000,10.000,557.408
29.1000000000001,5.000,10.000,560.988
29.2000000000001,5.000,10.000,564.571
29.3000000000001,5.000,10.000,568.156
29.4000000000001,5.000,10.000,571.743
29.5000000000001,5.000,10.000,575.333
29.6000000000002,5.000,10.000,578.925
29.7000000000002,5.000,10.000,582.520
29.8000000000002,5.000,10.000,586.117
29.9000000000002,5.000,10.000,589.716
30.0000000000002,5.000,10.000,593.317
30.1000000000002,5.000,10.000,596.921
30.2000000000002,5.000,10.000,600.527
30.3000000000002,5.000,10.000,604.135
30.4000000000002,5.000,10.000,607.745
30.5000000000002,5.000,10.000,611.357
30.6000000000002,5.000,10.000,614.971
30.7000000000002,5.000,10.000,618.588
30.8000000000002,5.000,10.000,622.206
30.9000000000002,5.000,10.000,625.826
31.0000000000002,5.000,10.000,629.448
31.1000000000002,5.000,10.000,633.073
31.2000000000002,5.000,10.000,636.699
31.3000000000002,5.000,10.000,640.327
31.4000000000002,5.000,10.000,643.956
31.5000000000002,5.000,10.000,647.588
31.6000000000002,5.000,10.000,651.221
31.7000000000002,5.000,10.000,654.857
31.8000000000002,5.000,10.000,658.493
31.9000000000002,5.000,10.000,662.132
32.0000000000002,5.000,10.000,665.772
32.1000000000002,5.000,10.000,669.414
32.2000000000002,5.000,10.000,673.058
32.3000000000002,5.000,10.000,676.703
32.4000000000002,5.000,10.000,680.350
32.5000000000002,5.000,10.000,683.999
32.6000000000002,5.000,10.000,687.649
32.7000000000002,5.000,10.000,691.301
32.8000000000002,5.000,10.000,694.954
32.9000000000002,5.000,10.000,698.608
33.0000000000002,5.000,10.000,702.264
33.1000000000002,5.000,10.000,705.922
33.2000000000002,5.000,10.000,709.581
33.3000000000002,5.000,10.000,713.241
33.4000000000002,5.000,10.000,716.903
33.5000000000002,5.000,10.000,720.566
33.6000000000002,5.000,10.000,724.231
33.7000000000002,5.000,10.000,727.897
33.8000000000002,5.000,10.000,731.564
33.9000000000002,5.000,10.000,735.232
34.0000000000002,5.000,10.000,738.902
34.1000000000002,5.000,10.000,742.573
34.2000000000002,5.000,10.000,746.246
34.3000000000002,5.000,10.000,749.919
34.4000000000002,5.000,10.000,753.594
34.5000000000002,5.000,10.000,757.270
34.6000000000002,5.000,10.000,760.947
34.7000000000002,5.000,10.000,764.625
34.8000000000002,5.000,10.000,768.305
34.9000000000002,5.000,10.000,771.985
35.0000000000002,5.000,10.000,775.667
35.1000000000002,5.000,10.000,779.350
35.2000000000002,5.000,10.000,783.033
35.3000000000002,5.000,10.000,786.718
35.4000000000002,5.000,10.000,790.404
35.5000000000002,5.000,10.000,794.091
35.6000000000002,5.000,10.000,797.779
35.7000000000002,5.000,10.000,801.468
35.8000000000002,5.000,10.000,805.159
35.9000000000002,5.000,10.000,808.850
36.0000000000002,5.000,10.000,812.542
36.1000000000002,5.000,10.000,816.235
36.2000000000002,5.000,10.000,819.928
36.3000000000002,5.000,10.000,823.623
36.4000000000002,5.000,10.000,827.319
36.5000000000002,5.000,10.000,831.016
36.6000000000003,5.000,10.000,834.713
36.7000000000003,5.000,10.000,838.412
36.8000000000003,5.000,10.000,842.111
36.9000000000003,5.000,10.000,845.811
37.0000000000003,5.000,10.000,849.512
37.1000000000003,5.000,10.000,853.214
37.2000000000003,5.000,10.000,856.917
37.3000000000003,5.000,10.000,860.620
37.4000000000003,5.000,10.000,864.324
37.5000000000003,5.000,10.000,868.029
37.6000000000003,5.000,10.000,871.735
37.7000000000003,5.000,10.000,875.442
37.8000000000003,5.000,10.000,879.149
37.9000000000003,5.000,10.000,882.857
38.0000000000003,5.000,10.000,886.566
38.1000000000003,5.000,10.000,890.276
38.2000000000003,5.000,10.000,893.986
38.3000000000003,5.000,10.000,897.697
38.4000000000003,5.000,10.000,901.408
38.5000000000003,5.000,10.000,905.121
38.6000000000003,5.000,10.000,908.834
38.7000000000003,5.000,10.000,912.547
38.8000000000003,5.000,10.000,916.262
38.9000000000003,5.000,10.000,919.977
39.0000000000003,5.000,10.000,923.692
39.1000000000003,5.000,10.000,927.409
39.2000000000003,5.000,10.000,931.125
39.3000000000003,5.000,10.000,934.843
39.4000000000003,5.000,10.000,938.561
39.5000000000003,5.000,10.000,942.280
39.6000000000003,5.000,10.000,945.999
39.7000000000003,5.000,10.000,949.719
39.8000000000003,5.000,10.000,953.439
39.9000000000003,5.000,10.000,957.160
40.0000000000003,5.000,10.000,960.882
40.1000000000003,5.000,10.000,964.604
40.2000000000003,5.000,10.000,968.326
40.3000000000003,5.000,10.000,972.049
40.4000000000003,5.000,10.000,975.773
40.5000000000003,5.000,10.000,979.497
40.6000000000003,5.000,10.000,983.222
40.7000000000003,5.000,10.000,986.947
40.8000000000003,5.000,10.000,990.673
40.9000000000003,5.000,10.000,994.399
41.0000000000003,5.000,10.000,998.125
41.1000000000003,5.000,10.000,1001.853
41.2000000000003,5.000,10.000,1005.580
41.3000000000003,5.000,10.000,1009.308
41.4000000000003,5.000,10.000,1013.037
41.5000000000003,5.000,10.000,1016.766
41.6000000000003,5.000,10.000,1020.495
41.7000000000003,5.000,10.000,1024.225
41.8000000000003,5.000,10.000,1027.955
41.9000000000003,5.000,10.000,1031.686
42.0000000000003,5.000,10.000,1035.417
42.1000000000003,5.000,10.000,1039.148
42.2000000000003,5.000,10.000,1042.880
42.3000000000003,5.000,10.000,1046.613
42.4000000000003,5.000,10.000,1050.345
42.5000000000003,5.000,10.000,1054.079
42.6000000000003,5.000,10.000,1057.812
42.7000000000003,5.000,10.000,1061.546
42.8000000000003,5.000,10.000,1065.280
42.9000000000003,5.000,10.000,1069.015
43.0000000000003,5.000,10.000,1072.750
43.1000000000003,5.000,10.000,1076.485
43.2000000000003,5.000,10.000,1080.221
43.3000000000003,5.000,10.000,1083.957
43.4000000000003,5.000,10.000,1087.693
43.5000000000003,5.000,10.000,1091.430
43.6000000000003,5.000,10.000,1095.167
43.7000000000004,5.000,10.000,1098.904
43.8000000000004,5.000,10.000,1102.642
43.9000000000004,5.000,10.000,1106.380
44.0000000000004,5.000,10.000,1110.118
44.1000000000004,5.000,10.000,1113.857
44.2000000000004,5.000,10.000,1117.596
44.3000000000004,5.000,10.000,1121.335
44.4000000000004,5.000,10.000,1125.075
44.5000000000004,5.000,10.000,1128.815
44.6000000000004,5.000,10.000,1132.555
44.7000000000004,5.000,10.000,1136.295
44.8000000000004,5.000,10.000,1140.036
44.9000000000004,5.000,10.000,1143.777
45.0000000000004,5.000,10.000,1147.518
45.1000000000004,5.000,10.000,1151.260
45.2000000000004,5.000,10.000,1155.002
45.3000000000004,5.000,10.000,1158.744
45.4000000000004,5.000,10.000,1162.486
45.5000000000004,5.000,10.000,1166.229
45.6000000000004,5.000,10.000,1169.972
45.7000000000004,5.000,10.000,1173.715
45.8000000000004,5.000,10.000,1177.458
45.9000000000004,5.000,10.000,1181.202
46.0000000000004,5.000,10.000,1184.945
46.1000000000004,5.000,10.000,1188.689
46.2000000000004,5.000,10.000,1192.434
46.3000000000004,5.000,10.000,1196.178
46.4000000000004,5.000,10.000,1199.923
46.5000000000004,5.000,10.000,1203.668
46.6000000000004,5.000,10.000,1207.413
46.7000000000004,5.000,10.000,1211.159
46.8000000000004,5.000,10.000,1214.904
46.9000000000004,5.000,10.000,1218.650
47.0000000000004,5.000,10.000,1222.396
47.1000000000004,5.000,10.000,1226.142
47.2000000000004,5.000,10.000,1229.889
47.3000000000004,5.000,10.000,1233.635
47.4000000000004,5.000,10.000,1237.382
47.5000000000004,5.000,10.000,1241.129
47.6000000000004,5.000,10.000,1244.876
47.7000000000004,5.000,10.000,1248.624
47.8000000000004,5.000,10.000,1252.371
47.9000000000004,5.000,10.000,1256.119
48.0000000000004,5.000,10.000,1259.867
48.1000000000004,5.000,10.000,1263.615
48.2000000000004,5.000,10.000,1267.364
48.3000000000004,5.000,10.000,1271.112
48.4000000000004,5.000,10.000,1274.861
48.5000000000004,5.000,10.000,1278.610
48.6000000000004,5.000,10.000,1282.359
48.7000000000004,5.000,10.000,1286.108
48.8000000000004,5.000,10.000,1289.857
48.9000000000004,5.000,10.000,1293.607
49.0000000000004,5.000,10.000,1297.356
49.1000000000004,5.000,10.000,1301.106
49.2000000000004,5.000,10.000,1304.856
49.3000000000004,5.000,10.000,1308.606
49.4000000000004,5.000,10.000,1312.356
49.5000000000004,5.000,10.000,1316.107
49.6000000000004,5.000,10.000,1319.857
49.7000000000004,5.000,10.000,1323.608
49.8000000000004,5.000,10.000,1327.359
49.9000000000004,5.000,10.000,1331.110
50.0000000000004,5.000,10.000,1334.861
50.1000000000004,5.000,10.000,1338.612
50.2000000000004,5.000,10.000,1342.363
50.3000000000004,5.000,10.000,1346.115
50.4000000000004,5.000,10.000,1349.866
50.5000000000004,5.000,10.000,1353.618
50.6000000000004,5.000,10.000,1357.370
50.7000000000005,5.000,10.000,1361.122
50.8000000000005,5.000,10.000,1364.874
50.9000000000005,5.000,10.000,1368.626
51.0000000000005,5.000,10.000,1372.379
51.1000000000005,5.000,10.000,1376.131
51.2000000000005,5.000,10.000,1379.884
51.3000000000005,5.000,10.000,1383.636
51.4000000000005,5.000,10.000,1387.389
51.5000000000005,5.000,10.000,1391.142
51.6000000000005,5.000,10.000,1394.895
51.7000000000005,5.000,10.000,1398.648
51.8000000000005,5.000,10.000,1402.402
51.9000000000005,5.000,10.000,1406.155
52.0000000000005,5.000,10.000,1409.908
52.1000000000005,5.000,10.000,1413.662
52.2000000000005,5.000,10.000,1417.416
52.3000000000005,5.000,10.000,1421.169
52.4000000000005,5.000,10.000,1424.923
52.5000000000005,5.000,10.000,1428.677
52.6000000000005,5.000,10.000,1432.431
52.7000000000005,5.000,10.000,1436.185
52.8000000000005,5.000,10.000,1439.939
52.9000000000005,5.000,10.000,1443.694
53.0000000000005,5.000,10.000,1447.448
53.1000000000005,5.000,10.000,1451.203
53.2000000000005,5.000,10.000,1454.957
53.3000000000005,5.000,10.000,1458.712
53.4000000000005,5.000,10.000,1462.467
53.5000000000005,5.000,10.000,1466.221
53.6000000000005,5.000,10.000,1469.976
53.7000000000005,5.000,10.000,1473.731
53.8000000000005,5.000,10.000,1477.486
53.9000000000005,5.000,10.000,1481.242
54.0000000000005,5.000,10.000,1484.997
54.1000000000005,5.000,10.000,1488.752
54.2000000000005,5.000,10.000,1492.508
54.3000000000005,5.000,10.000,1496.263
54.4000000000005,5.000,10.000,1500.019
54.5000000000005,5.000,10.000,1503.774
54.6000000000005,5.000,10.000,1507.530
54.7000000000005,5.000,10.000,1511.286
54.8000000000005,5.000,10.000,1515.041
54.9000000000005,5.000,10.000,1518.797
55.0000000000005,5.000,10.000,1522.553
55.1000000000005,5.000,10.000,1526.309
55.2000000000005,5.000,10.000,1530.065
55.3000000000005,5.000,10.000,1533.822
55.4000000000005,5.000,10.000,1537.578
55.5000000000005,5.000,10.000,1541.334
55.6000000000005,5.000,10.000,1545.090
55.7000000000005,5.000,10.000,1548.847
55.8000000000005,5.000,10.000,1552.603
55.9000000000005,5.000,10.000,1556.360
56.0000000000005,5.000,10.000,1560.116
56.1000000000005,5.000,10.000,1563.873
56.2000000000005,5.000,10.000,1567.630
56.3000000000005,5.000,10.000,1571.386
56.4000000000005,5.000,10.000,1575.143
56.5000000000005,5.000,10.000,1578.900
56.6000000000005,5.000,10.000,1582.657
56.7000000000005,5.000,10.000,1586.414
56.8000000000005,5.000,10.000,1590.171
56.9000000000005,5.000,10.000,1593.928
57.0000000000005,5.000,10.000,1597.685
57.1000000000005,5.000,10.000,1601.442
57.2000000000005,5.000,10.000,1605.200
57.3000000000005,5.000,10.000,1608.957
57.4000000000005,5.000,10.000,1612.714
57.5000000000005,5.000,10.000,1616.472
57.6000000000005,5.000,10.000,1620.229
57.7000000000005,5.000,10.000,1623.986
57.8000000000006,5.000,10.000,1627.744
57.9000000000006,5.000,10.000,1631.502
58.0000000000006,5.000,10.000,1635.259
58.1000000000006,5.000,10.000,1639.017
58.2000000000006,5.000,10.000,1642.774
58.3000000000006,5.000,10.000,1646.532
58.4000000000006,5.000,10.000,1650.290
58.5000000000006,5.000,10.000,1654.048
58.6000000000006,5.000,10.000,1657.806
58.7000000000006,5.000,10.000,1661.564
58.8000000000006,5.000,10.000,1665.321
58.9000000000006,5.000,10.000,1669.079
59.0000000000006,5.000,10.000,1672.837
59.1000000000006,5.000,10.000,1676.595
59.2000000000006,5.000,10.000,1680.354
59.3000000000006,5.000,10.000,1684.112
59.4000000000006,5.000,10.000,1687.870
59.5000000000006,5.000,10.000,1691.628
59.6000000000006,5.000,10.000,1695.386
59.7000000000006,5.000,10.000,1699.145
59.8000000000006,5.000,10.000,1702.903
59.9000000000006,5.000,10.000,1706.661
60.0000000000006,5.000,10.000,1710.420
60.1000000000006,5.000,10.000,1714.178
60.2000000000006,5.000,10.000,1717.936
60.3000000000006,5.000,10.000,1721.695
60.4000000000006,5.000,10.000,1725.453
60.5000000000006,5.000,10.000,1729.212
60.6000000000006,5.000,10.000,1732.970
60.7000000000006,5.000,10.000,1736.729
60.8000000000006,5.000,10.000,1740.488
60.9000000000006,5.000,10.000,1744.246
61.0000000000006,5.000,10.000,1748.005
61.1000000000006,5.000,10.000,1751.764
61.2000000000006,5.000,10.000,1755.522
61.3000000000006,5.000,10.000,1759.281
61.4000000000006,5.000,10.000,1763.040
61.5000000000006,5.000,10.000,1766.799
61.6000000000006,5.000,10.000,1770.558
61.7000000000006,5.000,10.000,1774.317
61.8000000000006,5.000,10.000,1778.075
61.9000000000006,5.000,10.000,1781.834
62.0000000000006,5.000,10.000,1785.593
62.1000000000006,5.000,10.000,1789.352
62.2000000000006,5.000,10.000,1793.111
62.3000000000006,5.000,10.000,1796.870
62.4000000000006,5.000,10.000,1800.629
62.5000000000006,5.000,10.000,1804.388
62.6000000000006,5.000,10.000,1808.148
62.7000000000006,5.000,10.000,1811.907
62.8000000000006,5.000,10.000,1815.666
62.9000000000006,5.000,10.000,1819.425
63.0000000000006,5.000,10.000,1823.184
63.1000000000006,5.000,10.000,1826.943
63.2000000000006,5.000,10.000,1830.703
63.3000000000006,5.000,10.000,1834.462
63.4000000000006,5.000,10.000,1838.221
63.5000000000006,5.000,10.000,1841.980
63.6000000000006,5.000,10.000,1845.740
63.7000000000006,5.000,10.000,1849.499
63.8000000000006,5.000,10.000,1853.258
63.9000000000006,5.000,10.000,1857.018
64.0000000000006,5.000,10.000,1860.777
64.1000000000006,5.000,10.000,1864.537
64.2000000000006,5.000,10.000,1868.296
64.3000000000006,5.000,10.000,1872.055
64.4000000000006,5.000,10.000,1875.815
64.5000000000006,5.000,10.000,1879.574
64.6000000000006,5.000,10.000,1883.334
64.7000000000006,5.000,10.000,1887.093
64.8000000000006,5.000,10.000,1890.853
64.9000000000006,5.000,10.000,1894.613
65.0000000000006,5.000,10.000,1898.372
65.1000000000006,5.000,10.000,1902.132
65.2000000000006,5.000,10.000,1905.891
65.3000000000006,5.000,10.000,1909.651
65.4000000000006,5.000,10.000,1913.411
65.5000000000006,5.000,10.000,1917.170
65.6000000000005,5.000,10.000,1920.930
65.7000000000005,5.000,10.000,1924.690
65.8000000000005,5.000,10.000,1928.449
65.9000000000005,5.000,10.000,1932.209
66.0000000000005,5.000,10.000,1935.969
66.1000000000005,5.000,10.000,1939.728
66.2000000000005,5.000,10.000,1943.488
66.3000000000005,5.000,10.000,1947.248
66.4000000000005,5.000,10.000,1951.008
66.5000000000005,5.000,10.000,1954.767
66.6000000000005,5.000,10.000,1958.527
66.7000000000005,5.000,10.000,1962.287
66.8000000000005,5.000,10.000,1966.047
66.9000000000005,5.000,10.000,1969.807
67.0000000000005,5.000,10.000,1973.567
67.1000000000005,5.000,10.000,1977.327
67.2000000000005,5.000,10.000,1981.086
67.3000000000005,5.000,10.000,1984.846
67.4000000000004,5.000,10.000,1988.606
67.5000000000004,5.000,10.000,1992.366
67.6000000000004,5.000,10.000,1996.126
67.7000000000004,5.000,10.000,1999.886
67.8000000000004,5.000,10.000,2003.646
67.9000000000004,5.000,10.000,2007.406
68.0000000000004,5.000,10.000,2011.166
68.1000000000004,5.000,10.000,2014.926
68.2000000000004,5.000,10.000,2018.686
68.3000000000004,5.000,10.000,2022.446
68.4000000000004,5.000,10.000,2026.206
68.5000000000004,5.000,10.000,2029.966
68.6000000000004,5.000,10.000,2033.726
68.7000000000004,5.000,10.000,2037.486
68.8000000000004,5.000,10.000,2041.246
68.9000000000004,5.000,10.000,2045.006
69.0000000000004,5.000,10.000,2048.766
69.1000000000003,5.000,10.000,2052.526
69.2000000000003,5.000,10.000,2056.286
69.3000000000003,5.000,10.000,2060.046
69.4000000000003,5.000,10.000,2063.807
69.5000000000003,5.000,10.000,2067.567
69.6000000000003,5.000,10.000,2071.327
69.7000000000003,5.000,10.000,2075.087
69.8000000000003,5.000,10.000,2078.847
69.9000000000003,5.000,10.000,2082.607
70.0000000000003,5.000,10.000,2086.367
70.1000000000003,5.000,10.000,2090.128
70.2000000000003,5.000,10.000,2093.888
70.3000000000003,5.000,10.000,2097.648
70.4000000000003,5.000,10.000,2101.408
70.5000000000003,5.000,10.000,2105.168
70.6000000000003,5.000,10.000,2108.929
70.7000000000003,5.000,10.000,2112.689
70.8000000000003,5.000,10.000,2116.449
70.9000000000002,5.000,10.000,2120.209
71.0000000000002,5.000,10.000,2123.970
71.1000000000002,5.000,10.000,2127.730
71.2000000000002,5.000,10.000,2131.490
71.3000000000002,5.000,10.000,2135.250
71.4000000000002,5.000,10.000,2139.011
71.5000000000002,5.000,10.000,2142.771
71.6000000000002,5.000,10.000,2146.531
71.7000000000002,5.000,10.000,2150.291
71.8000000000002,5.000,10.000,2154.052
71.9000000000002,5.000,10.000,2157.812
72.0000000000002,5.000,10.000,2161.572
72.1000000000002,5.000,10.000,2165.333
72.2000000000002,5.000,10.000,2169.093
72.3000000000002,5.000,10.000,2172.853
72.4000000000002,5.000,10.000,2176.614
72.5000000000002,5.000,10.000,2180.374
72.6000000000002,5.000,10.000,2184.134
72.7000000000001,5.000,10.000,2187.895
72.8000000000001,5.000,10.000,2191.655
72.9000000000001,5.000,10.000,2195.415
73.0000000000001,5.000,10.000,2199.176
73.1000000000001,5.000,10.000,2202.936
73.2000000000001,5.000,10.000,2206.696
73.3000000000001,5.000,10.000,2210.457
73.4000000000001,5.000,10.000,2214.217
