Time(s),Input(v),Output(v),Output(m)
73.5000000000001,5.000,10.000,2217.978
73.6000000000001,5.000,10.000,2221.738
73.7000000000001,5.000,10.000,2225.498
73.8000000000001,5.000,10.000,2229.259
73.9000000000001,5.000,10.000,2233.019
74.0000000000001,5.000,10.000,2236.780
74.1000000000001,5.000,10.000,2240.540
74.2000000000001,5.000,10.000,2244.300
74.3000000000001,5.000,10.000,2248.061
74.4,5.000,10.000,2251.821
74.5,5.000,10.000,2255.582
74.6,5.000,10.000,2259.342
74.7,5.000,10.000,2263.103
74.8,5.000,10.000,2266.863
74.9,5.000,10.000,2270.624
75,5.000,10.000,2274.384
75.1,5.000,10.000,2278.144
75.2,5.000,10.000,2281.905
75.3,5.000,10.000,2285.665
75.4,5.000,10.000,2289.426
75.5,5.000,10.000,2293.186
75.6,5.000,10.000,2296.947
75.7,5.000,10.000,2300.707
75.8,5.000,10.000,2304.468
75.9,5.000,10.000,2308.228
76,5.000,10.000,2311.989
76.1,5.000,10.000,2315.749
76.1999999999999,5.000,10.000,2319.510
76.2999999999999,5.000,10.000,2323.270
76.3999999999999,5.000,10.000,2327.031
76.4999999999999,5.000,10.000,2330.791
76.5999999999999,5.000,10.000,2334.552
76.6999999999999,5.000,10.000,2338.312
76.7999999999999,5.000,10.000,2342.073
76.8999999999999,5.000,10.000,2345.833
76.9999999999999,5.000,10.000,2349.594
77.0999999999999,5.000,10.000,2353.355
77.1999999999999,5.000,10.000,2357.115
77.2999999999999,5.000,10.000,2360.876
77.3999999999999,5.000,10.000,2364.636
77.4999999999999,5.000,10.000,2368.397
77.5999999999999,5.000,10.000,2372.157
77.6999999999999,5.000,10.000,2375.918
77.7999999999999,5.000,10.000,2379.678
77.8999999999998,5.000,10.000,2383.439
77.9999999999998,5.000,10.000,2387.199
78.0999999999998,5.000,10.000,2390.960
78.1999999999998,5.000,10.000,2394.721
78.2999999999998,5.000,10.000,2398.481
78.3999999999998,5.000,10.000,2402.242
78.4999999999998,5.000,10.000,2406.002
78.5999999999998,5.000,10.000,2409.763
78.6999999999998,5.000,10.000,2413.523
78.7999999999998,5.000,10.000,2417.284
78.8999999999998,5.000,10.000,2421.045
78.9999999999998,5.000,10.000,2424.805
79.0999999999998,5.000,10.000,2428.566
79.1999999999998,5.000,10.000,2432.326
79.2999999999998,5.000,10.000,2436.087
79.3999999999998,5.000,10.000,2439.848
79.4999999999998,5.000,10.000,2443.608
79.5999999999998,5.000,10.000,2447.369
79.6999999999997,5.000,10.000,2451.129
79.7999999999997,5.000,10.000,2454.890
79.8999999999997,5.000,10.000,2458.651
79.9999999999997,5.000,10.000,2462.411
80.0999999999997,5.000,10.000,2466.172
80.1999999999997,5.000,10.000,2469.932
80.2999999999997,5.000,10.000,2473.693
80.3999999999997,5.000,10.000,2477.454
80.4999999999997,5.000,10.000,2481.214
80.5999999999997,5.000,10.000,2484.975
80.6999999999997,5.000,10.000,2488.735
80.7999999999997,5.000,10.000,2492.496
80.8999999999997,5.000,10.000,2496.257
80.9999999999997,5.000,10.000,2500.017
81.0999999999997,5.000,10.000,2503.778
81.1999999999997,5.000,10.000,2507.539
81.2999999999997,5.000,10.000,2511.299
81.3999999999997,5.000,10.000,2515.060
81.4999999999996,5.000,10.000,2518.820
81.5999999999996,5.000,10.000,2522.581
81.6999999999996,5.000,10.000,2526.342
81.7999999999996,5.000,10.000,2530.102
81.8999999999996,5.000,10.000,2533.863
81.9999999999996,5.000,10.000,2537.624
82.0999999999996,5.000,10.000,2541.384
82.1999999999996,5.000,10.000,2545.145
82.2999999999996,5.000,10.000,2548.906
82.3999999999996,5.000,10.000,2552.666
82.4999999999996,5.000,10.000,2556.427
82.5999999999996,5.000,10.000,2560.188
82.6999999999996,5.000,10.000,2563.948
82.7999999999996,5.000,10.000,2567.709
82.8999999999996,5.000,10.000,2571.469
82.9999999999996,5.000,10.000,2575.230
83.0999999999996,5.000,10.000,2578.991
83.1999999999995,5.000,10.000,2582.751
83.2999999999995,5.000,10.000,2586.512
83.3999999999995,5.000,10.000,2590.273
83.4999999999995,5.000,10.000,2594.033
83.5999999999995,5.000,10.000,2597.794
83.6999999999995,5.000,10.000,2601.555
83.7999999999995,5.000,10.000,2605.315
83.8999999999995,5.000,10.000,2609.076
83.9999999999995,5.000,10.000,2612.837
84.0999999999995,5.000,10.000,2616.597
84.1999999999995,5.000,10.000,2620.358
84.2999999999995,5.000,10.000,2624.119
84.3999999999995,5.000,10.000,2627.879
84.4999999999995,5.000,10.000,2631.640
84.5999999999995,5.000,10.000,2635.401
84.6999999999995,5.000,10.000,2639.161
84.7999999999995,5.000,10.000,2642.922
84.8999999999995,5.000,10.000,2646.683
84.9999999999994,5.000,10.000,2650.443
85.0999999999994,5.000,10.000,2654.204
85.1999999999994,5.000,10.000,2657.965
85.2999999999994,5.000,10.000,2661.726
85.3999999999994,5.000,10.000,2665.486
85.4999999999994,5.000,10.000,2669.247
85.5999999999994,5.000,10.000,2673.008
85.6999999999994,5.000,10.000,2676.768
85.7999999999994,5.000,10.000,2680.529
85.8999999999994,5.000,10.000,2684.290
85.9999999999994,5.000,10.000,2688.050
86.0999999999994,5.000,10.000,2691.811
86.1999999999994,5.000,10.000,2695.572
86.2999999999994,5.000,10.000,2699.332
86.3999999999994,5.000,10.000,2703.093
86.4999999999994,5.000,10.000,2706.854
86.5999999999994,5.000,10.000,2710.614
86.6999999999993,5.000,10.000,2714.375
86.7999999999993,5.000,10.000,2718.136
86.8999999999993,5.000,10.000,2721.897
86.9999999999993,5.000,10.000,2725.657
87.0999999999993,5.000,10.000,2729.418
87.1999999999993,5.000,10.000,2733.179
87.2999999999993,5.000,10.000,2736.939
87.3999999999993,5.000,10.000,2740.700
87.4999999999993,5.000,10.000,2744.461
87.5999999999993,5.000,10.000,2748.221
87.6999999999993,5.000,10.000,2751.982
87.7999999999993,5.000,10.000,2755.743
87.8999999999993,5.000,10.000,2759.504
87.9999999999993,5.000,10.000,2763.264
88.0999999999993,5.000,10.000,2767.025
88.1999999999993,5.000,10.000,2770.786
88.2999999999993,5.000,10.000,2774.546
88.3999999999993,5.000,10.000,2778.307
88.4999999999992,5.000,10.000,2782.068
88.5999999999992,5.000,10.000,2785.828
88.6999999999992,5.000,10.000,2789.589
88.7999999999992,5.000,10.000,2793.350
88.8999999999992,5.000,10.000,2797.111
88.9999999999992,5.000,10.000,2800.871
89.0999999999992,5.000,10.000,2804.632
89.1999999999992,5.000,10.000,2808.393
89.2999999999992,5.000,10.000,2812.153
89.3999999999992,5.000,10.000,2815.914
89.4999999999992,5.000,10.000,2819.675
89.5999999999992,5.000,10.000,2823.436
89.6999999999992,5.000,10.000,2827.196
89.7999999999992,5.000,10.000,2830.957
89.8999999999992,5.000,10.000,2834.718
89.9999999999992,5.000,10.000,2838.478
90.0999999999992,5.000,10.000,2842.239
90.1999999999992,5.000,10.000,2846.000
90.2999999999991,5.000,10.000,2849.761
90.3999999999991,5.000,10.000,2853.521
90.4999999999991,5.000,10.000,2857.282
90.5999999999991,5.000,10.000,2861.043
90.6999999999991,5.000,10.000,2864.803
90.7999999999991,5.000,10.000,2868.564
90.8999999999991,5.000,10.000,2872.325
90.9999999999991,5.000,10.000,2876.086
91.0999999999991,5.000,10.000,2879.846
91.1999999999991,5.000,10.000,2883.607
91.2999999999991,5.000,10.000,2887.368
91.3999999999991,5.000,10.000,2891.128
91.4999999999991,5.000,10.000,2894.889
91.5999999999991,5.000,10.000,2898.650
91.6999999999991,5.000,10.000,2902.411
91.7999999999991,5.000,10.000,2906.171
91.8999999999991,5.000,10.000,2909.932
91.999999999999,5.000,10.000,2913.693
92.099999999999,5.000,10.000,2917.454
92.199999999999,5.000,10.000,2921.214
92.299999999999,5.000,10.000,2924.975
92.399999999999,5.000,10.000,2928.736
92.499999999999,5.000,10.000,2932.496
92.599999999999,5.000,10.000,2936.257
92.699999999999,5.000,10.000,2940.018
92.799999999999,5.000,10.000,2943.779
92.899999999999,5.000,10.000,2947.539
92.999999999999,5.000,10.000,2951.300
93.099999999999,5.000,10.000,2955.061
93.199999999999,5.000,10.000,2958.822
93.299999999999,5.000,10.000,2962.582
93.399999999999,5.000,10.000,2966.343
93.499999999999,5.000,10.000,2970.104
93.599999999999,5.000,10.000,2973.864
93.699999999999,5.000,10.000,2977.625
93.7999999999989,5.000,10.000,2981.386
93.8999999999989,5.000,10.000,2985.147
93.9999999999989,5.000,10.000,2988.907
94.0999999999989,5.000,10.000,2992.668
94.1999999999989,5.000,10.000,2996.429
94.2999999999989,5.000,10.000,3000.190
94.3999999999989,5.000,10.000,3003.950
94.4999999999989,5.000,10.000,3007.711
94.5999999999989,5.000,10.000,3011.472
94.6999999999989,5.000,10.000,3015.232
94.7999999999989,5.000,10.000,3018.993
94.8999999999989,5.000,10.000,3022.754
94.9999999999989,5.000,10.000,3026.515
95.0999999999989,5.000,10.000,3030.275
95.1999999999989,5.000,10.000,3034.036
95.2999999999989,5.000,10.000,3037.797
95.3999999999989,5.000,10.000,3041.558
95.4999999999988,5.000,10.000,3045.318
95.5999999999988,5.000,10.000,3049.079
95.6999999999988,5.000,10.000,3052.840
95.7999999999988,5.000,10.000,3056.601
95.8999999999988,5.000,10.000,3060.361
95.9999999999988,5.000,10.000,3064.122
96.0999999999988,5.000,10.000,3067.883
96.1999999999988,5.000,10.000,3071.643
96.2999999999988,5.000,10.000,3075.404
96.3999999999988,5.000,10.000,3079.165
96.4999999999988,5.000,10.000,3082.926
96.5999999999988,5.000,10.000,3086.686
96.6999999999988,5.000,10.000,3090.447
96.7999999999988,5.000,10.000,3094.208
96.8999999999988,5.000,10.000,3097.969
96.9999999999988,5.000,10.000,3101.729
97.0999999999988,5.000,10.000,3105.490
97.1999999999988,5.000,10.000,3109.251
97.2999999999987,5.000,10.000,3113.012
97.3999999999987,5.000,10.000,3116.772
97.4999999999987,5.000,10.000,3120.533
97.5999999999987,5.000,10.000,3124.294
97.6999999999987,5.000,10.000,3128.055
97.7999999999987,5.000,10.000,3131.815
97.8999999999987,5.000,10.000,3135.576
97.9999999999987,5.000,10.000,3139.337
98.0999999999987,5.000,10.000,3143.097
98.1999999999987,5.000,10.000,3146.858
98.2999999999987,5.000,10.000,3150.619
98.3999999999987,5.000,10.000,3154.380
98.4999999999987,5.000,10.000,3158.140
98.5999999999987,5.000,10.000,3161.901
98.6999999999987,5.000,10.000,3165.662
98.7999999999987,5.000,10.000,3169.423
98.8999999999987,5.000,10.000,3173.183
98.9999999999986,5.000,10.000,3176.944
99.0999999999986,5.000,10.000,3180.705
99.1999999999986,5.000,10.000,3184.466
99.2999999999986,5.000,10.000,3188.226
99.3999999999986,5.000,10.000,3191.987
99.4999999999986,5.000,10.000,3195.748
99.5999999999986,5.000,10.000,3199.509
99.6999999999986,5.000,10.000,3203.269
99.7999999999986,5.000,10.000,3207.030
99.8999999999986,5.000,10.000,3210.791
99.9999999999986,5.000,10.000,3214.552
100.099999999999,5.000,10.000,3218.312
100.199999999999,5.000,10.000,3222.073
100.299999999999,5.000,10.000,3225.834
100.399999999999,5.000,10.000,3229.595
100.499999999999,5.000,10.000,3233.355
100.599999999999,5.000,10.000,3237.116
100.699999999999,5.000,10.000,3240.877
100.799999999999,5.000,10.000,3244.637
100.899999999999,5.000,10.000,3248.398
100.999999999999,5.000,10.000,3252.159
101.099999999999,5.000,10.000,3255.920
101.199999999999,5.000,10.000,3259.680
101.299999999999,5.000,10.000,3263.441
101.399999999999,5.000,10.000,3267.202
101.499999999999,5.000,10.000,3270.963
101.599999999999,5.000,10.000,3274.723
101.699999999998,5.000,10.000,3278.484
101.799999999998,5.000,10.000,3282.245
101.899999999998,5.000,10.000,3286.006
101.999999999998,5.000,10.000,3289.766
102.099999999998,5.000,10.000,3293.527
102.199999999998,5.000,10.000,3297.288
102.299999999998,5.000,10.000,3301.049
102.399999999998,5.000,10.000,3304.809
102.499999999998,5.000,10.000,3308.570
102.599999999998,5.000,10.000,3312.331
102.699999999998,5.000,10.000,3316.092
102.799999999998,5.000,10.000,3319.852
102.899999999998,5.000,10.000,3323.613
102.999999999998,5.000,10.000,3327.374
103.099999999998,5.000,10.000,3331.135
103.199999999998,5.000,10.000,3334.895
103.299999999998,5.000,10.000,3338.656
103.399999999998,5.000,10.000,3342.417
103.499999999998,5.000,10.000,3346.178
103.599999999998,5.000,10.000,3349.938
103.699999999998,5.000,10.000,3353.699
103.799999999998,5.000,10.000,3357.460
103.899999999998,5.000,10.000,3361.221
103.999999999998,5.000,10.000,3364.981
104.099999999998,5.000,10.000,3368.742
104.199999999998,5.000,10.000,3372.503
104.299999999998,5.000,10.000,3376.264
104.399999999998,5.000,10.000,3380.024
104.499999999998,5.000,10.000,3383.785
104.599999999998,5.000,10.000,3387.546
104.699999999998,5.000,10.000,3391.306
104.799999999998,5.000,10.000,3395.067
104.899999999998,5.000,10.000,3398.828
104.999999999998,5.000,10.000,3402.589
105.099999999998,5.000,10.000,3406.349
105.199999999998,5.000,10.000,3410.110
105.299999999998,5.000,10.000,3413.871
105.399999999998,5.000,10.000,3417.632
105.499999999998,5.000,10.000,3421.392
105.599999999998,5.000,10.000,3425.153
105.699999999998,5.000,10.000,3428.914
105.799999999998,5.000,10.000,3432.675
105.899999999998,5.000,10.000,3436.435
105.999999999998,5.000,10.000,3440.196
106.099999999998,5.000,10.000,3443.957
106.199999999998,5.000,10.000,3447.718
106.299999999998,5.000,10.000,3451.478
106.399999999998,5.000,10.000,3455.239
106.499999999998,5.000,10.000,3459.000
106.599999999998,5.000,10.000,3462.761
106.699999999998,5.000,10.000,3466.521
106.799999999998,5.000,10.000,3470.282
106.899999999998,5.000,10.000,3474.043
106.999999999998,5.000,10.000,3477.804
107.099999999998,5.000,10.000,3481.564
107.199999999998,5.000,10.000,3485.325
107.299999999998,5.000,10.000,3489.086
107.399999999998,5.000,10.000,3492.847
107.499999999998,5.000,10.000,3496.607
107.599999999998,5.000,10.000,3500.368
107.699999999998,5.000,10.000,3504.129
107.799999999998,5.000,10.000,3507.890
107.899999999998,5.000,10.000,3511.650
107.999999999998,5.000,10.000,3515.411
108.099999999998,5.000,10.000,3519.172
108.199999999998,5.000,10.000,3522.933
108.299999999998,5.000,10.000,3526.693
108.399999999998,5.000,10.000,3530.454
108.499999999998,5.000,10.000,3534.215
108.599999999998,5.000,10.000,3537.976
108.699999999998,5.000,10.000,3541.736
108.799999999998,5.000,10.000,3545.497
108.899999999998,5.000,10.000,3549.258
108.999999999998,5.000,10.000,3553.019
109.099999999998,5.000,10.000,3556.779
109.199999999998,5.000,10.000,3560.540
109.299999999998,5.000,10.000,3564.301
109.399999999998,5.000,10.000,3568.062
109.499999999998,5.000,10.000,3571.822
109.599999999998,5.000,10.000,3575.583
109.699999999998,5.000,10.000,3579.344
109.799999999998,5.000,10.000,3583.105
109.899999999998,5.000,10.000,3586.865
109.999999999998,5.000,10.000,3590.626
110.099999999998,5.000,10.000,3594.387
110.199999999998,5.000,10.000,3598.148
110.299999999998,5.000,10.000,3601.908
110.399999999998,5.000,10.000,3605.669
110.499999999998,5.000,10.000,3609.430
110.599999999998,5.000,10.000,3613.191
110.699999999998,5.000,10.000,3616.951
110.799999999998,5.000,10.000,3620.712
110.899999999998,5.000,10.000,3624.473
110.999999999998,5.000,10.000,3628.234
111.099999999998,5.000,10.000,3631.994
111.199999999998,5.000,10.000,3635.755
111.299999999998,5.000,10.000,3639.516
111.399999999998,5.000,10.000,3643.277
111.499999999998,5.000,10.000,3647.037
111.599999999998,5.000,10.000,3650.798
111.699999999998,5.000,10.000,3654.559
111.799999999998,5.000,10.000,3658.320
111.899999999998,5.000,10.000,3662.080
111.999999999998,5.000,10.000,3665.841
112.099999999998,5.000,10.000,3669.602
112.199999999998,5.000,10.000,3673.363
112.299999999998,5.000,10.000,3677.123
112.399999999998,5.000,10.000,3680.884
112.499999999998,5.000,10.000,3684.645
112.599999999998,5.000,10.000,3688.406
112.699999999998,5.000,10.000,3692.166
112.799999999998,5.000,10.000,3695.927
112.899999999998,5.000,10.000,3699.688
112.999999999998,5.000,10.000,3703.449
113.099999999998,5.000,10.000,3707.209
113.199999999998,5.000,10.000,3710.970
113.299999999998,5.000,10.000,3714.731
113.399999999998,5.000,10.000,3718.492
113.499999999998,5.000,10.000,3722.252
113.599999999998,5.000,10.000,3726.013
113.699999999998,5.000,10.000,3729.774
113.799999999998,5.000,10.000,3733.535
113.899999999998,5.000,10.000,3737.295
113.999999999998,5.000,10.000,3741.056
114.099999999998,5.000,10.000,3744.817
114.199999999998,5.000,10.000,3748.578
114.299999999998,5.000,10.000,3752.338
114.399999999998,5.000,10.000,3756.099
114.499999999998,5.000,10.000,3759.860
114.599999999998,5.000,10.000,3763.621
114.699999999998,5.000,10.000,3767.381
114.799999999998,5.000,10.000,3771.142
114.899999999998,5.000,10.000,3774.903
114.999999999998,5.000,10.000,3778.663
115.099999999998,5.000,10.000,3782.424
115.199999999998,5.000,10.000,3786.185
115.299999999998,5.000,10.000,3789.946
115.399999999998,5.000,10.000,3793.706
115.499999999998,5.000,10.000,3797.467
115.599999999998,5.000,10.000,3801.228
115.699999999998,5.000,10.000,3804.989
115.799999999998,5.000,10.000,3808.749
115.899999999998,5.000,10.000,3812.510
115.999999999998,5.000,10.000,3816.271
116.099999999998,5.000,10.000,3820.032
116.199999999998,5.000,10.000,3823.792
116.299999999998,5.000,10.000,3827.553
116.399999999998,5.000,10.000,3831.314
116.499999999998,5.000,10.000,3835.075
116.599999999998,5.000,10.000,3838.835
116.699999999998,5.000,10.000,3842.596
116.799999999998,5.000,10.000,3846.357
116.899999999998,5.000,10.000,3850.118
116.999999999998,5.000,10.000,3853.878
117.099999999998,5.000,10.000,3857.639
117.199999999998,5.000,10.000,3861.400
117.299999999998,5.000,10.000,3865.161
117.399999999998,5.000,10.000,3868.921
117.499999999998,5.000,10.000,3872.682
117.599999999998,5.000,10.000,3876.443
117.699999999998,5.000,10.000,3880.204
117.799999999998,5.000,10.000,3883.964
117.899999999998,5.000,10.000,3887.725
117.999999999998,5.000,10.000,3891.486
118.099999999998,5.000,10.000,3895.247
118.199999999998,5.000,10.000,3899.007
118.299999999998,5.000,10.000,3902.768
118.399999999998,5.000,10.000,3906.529
118.499999999998,5.000,10.000,3910.290
118.599999999998,5.000,10.000,3914.050
118.699999999998,5.000,10.000,3917.811
118.799999999998,5.000,10.000,3921.572
118.899999999998,5.000,10.000,3925.333
118.999999999998,5.000,10.000,3929.093
119.099999999998,5.000,10.000,3932.854
119.199999999998,5.000,10.000,3936.615
119.299999999997,5.000,10.000,3940.376
119.399999999997,5.000,10.000,3944.136
119.499999999997,5.000,10.000,3947.897
119.599999999997,5.000,10.000,3951.658
119.699999999997,5.000,10.000,3955.419
119.799999999997,5.000,10.000,3959.179
119.899999999997,5.000,10.000,3962.940
119.999999999997,5.000,10.000,3966.701
120.099999999997,5.000,10.000,3970.462
120.199999999997,5.000,10.000,3974.222
120.299999999997,5.000,10.000,3977.983
120.399999999997,5.000,10.000,3981.744
120.499999999997,5.000,10.000,3985.505
120.599999999997,5.000,10.000,3989.265
120.699999999997,5.000,10.000,3993.026
120.799999999997,5.000,10.000,3996.787
120.899999999997,5.000,10.000,4000.548
120.999999999997,5.000,10.000,4004.308
121.099999999997,5.000,10.000,4008.069
121.199999999997,5.000,10.000,4011.830
121.299999999997,5.000,10.000,4015.591
121.399999999997,5.000,10.000,4019.351
121.499999999997,5.000,10.000,4023.112
121.599999999997,5.000,10.000,4026.873
121.699999999997,5.000,10.000,4030.634
121.799999999997,5.000,10.000,4034.394
121.899999999997,5.000,10.000,4038.155
121.999999999997,5.000,10.000,4041.916
122.099999999997,5.000,10.000,4045.677
122.199999999997,5.000,10.000,4049.437
122.299999999997,5.000,10.000,4053.198
122.399999999997,5.000,10.000,4056.959
122.499999999997,5.000,10.000,4060.720
122.599999999997,5.000,10.000,4064.480
122.699999999997,5.000,10.000,4068.241
122.799999999997,5.000,10.000,4072.002
122.899999999997,5.000,10.000,4075.763
122.999999999997,5.000,10.000,4079.523
123.099999999997,5.000,10.000,4083.284
123.199999999997,5.000,10.000,4087.045
123.299999999997,5.000,10.000,4090.806
123.399999999997,5.000,10.000,4094.566
123.499999999997,5.000,10.000,4098.327
123.599999999997,5.000,10.000,4102.088
123.699999999997,5.000,10.000,4105.849
123.799999999997,5.000,10.000,4109.609
123.899999999997,5.000,10.000,4113.370
123.999999999997,5.000,10.000,4117.131
124.099999999997,5.000,10.000,4120.892
124.199999999997,5.000,10.000,4124.652
124.299999999997,5.000,10.000,4128.413
124.399999999997,5.000,10.000,4132.174
124.499999999997,5.000,10.000,4135.935
124.599999999997,5.000,10.000,4139.695
124.699999999997,5.000,10.000,4143.456
124.799999999997,5.000,10.000,4147.217
124.899999999997,5.000,10.000,4150.978
124.999999999997,5.000,10.000,4154.738
125.099999999997,5.000,10.000,4158.499
125.199999999997,5.000,10.000,4162.260
125.299999999997,5.000,10.000,4166.021
125.399999999997,5.000,10.000,4169.781
125.499999999997,5.000,10.000,4173.542
125.599999999997,5.000,10.000,4177.303
125.699999999997,5.000,10.000,4181.064
125.799999999997,5.000,10.000,4184.824
125.899999999997,5.000,10.000,4188.585
125.999999999997,5.000,10.000,4192.346
126.099999999997,5.000,10.000,4196.107
126.199999999997,5.000,10.000,4199.867
126.299999999997,5.000,10.000,4203.628
126.399999999997,5.000,10.000,4207.389
126.499999999997,5.000,10.000,4211.150
126.599999999997,5.000,10.000,4214.910
126.699999999997,5.000,10.000,4218.671
126.799999999997,5.000,10.000,4222.432
126.899999999997,5.000,10.000,4226.193
126.999999999997,5.000,10.000,4229.953
127.099999999997,5.000,10.000,4233.714
127.199999999997,5.000,10.000,4237.475
127.299999999997,5.000,10.000,4241.236
127.399999999997,5.000,10.000,4244.996
127.499999999997,5.000,10.000,4248.757
127.599999999997,5.000,10.000,4252.518
127.699999999997,5.000,10.000,4256.279
127.799999999997,5.000,10.000,4260.039
127.899999999997,5.000,10.000,4263.800
127.999999999997,5.000,10.000,4267.561
128.099999999997,5.000,10.000,4271.322
128.199999999997,5.000,10.000,4275.082
128.299999999997,5.000,10.000,4278.843
128.399999999997,5.000,10.000,4282.604
128.499999999997,5.000,10.000,4286.365
128.599999999997,5.000,10.000,4290.125
128.699999999997,5.000,10.000,4293.886
128.799999999997,5.000,10.000,4297.647
128.899999999997,5.000,10.000,4301.408
128.999999999997,5.000,10.000,4305.168
129.099999999997,5.000,10.000,4308.929
129.199999999997,5.000,10.000,4312.690
129.299999999997,5.000,10.000,4316.451
129.399999999997,5.000,10.000,4320.211
129.499999999997,5.000,10.000,4323.972
129.599999999997,5.000,10.000,4327.733
129.699999999997,5.000,10.000,4331.494
129.799999999997,5.000,10.000,4335.254
129.899999999997,5.000,10.000,4339.015
129.999999999997,5.000,10.000,4342.776
130.099999999997,5.000,10.000,4346.537
130.199999999997,5.000,10.000,4350.297
130.299999999997,5.000,10.000,4354.058
130.399999999997,5.000,10.000,4357.819
130.499999999997,5.000,10.000,4361.580
130.599999999997,5.000,10.000,4365.340
130.699999999997,5.000,10.000,4369.101
130.799999999997,5.000,10.000,4372.862
130.899999999997,5.000,10.000,4376.623
130.999999999997,5.000,10.000,4380.383
131.099999999997,5.000,10.000,4384.144
131.199999999997,5.000,10.000,4387.905
131.299999999997,5.000,10.000,4391.666
131.399999999997,5.000,10.000,4395.426
131.499999999997,5.000,10.000,4399.187
131.599999999997,5.000,10.000,4402.948
131.699999999997,5.000,10.000,4406.709
131.799999999997,5.000,10.000,4410.469
131.899999999997,5.000,10.000,4414.230
131.999999999997,5.000,10.000,4417.991
132.099999999997,5.000,10.000,4421.752
132.199999999997,5.000,10.000,4425.512
132.299999999997,5.000,10.000,4429.273
132.399999999997,5.000,10.000,4433.034
132.499999999997,5.000,10.000,4436.795
132.599999999997,5.000,10.000,4440.555
132.699999999997,5.000,10.000,4444.316
132.799999999997,5.000,10.000,4448.077
132.899999999997,5.000,10.000,4451.838
132.999999999997,5.000,10.000,4455.598
133.099999999997,5.000,10.000,4459.359
133.199999999997,5.000,10.000,4463.120
133.299999999997,5.000,10.000,4466.881
133.399999999997,5.000,10.000,4470.641
133.499999999997,5.000,10.000,4474.402
133.599999999997,5.000,10.000,4478.163
133.699999999997,5.000,10.000,4481.924
133.799999999997,5.000,10.000,4485.684
133.899999999997,5.000,10.000,4489.445
133.999999999997,5.000,10.000,4493.206
134.099999999997,5.000,10.000,4496.967
134.199999999997,5.000,10.000,4500.727
134.299999999997,5.000,10.000,4504.488
134.399999999997,5.000,10.000,4508.249
134.499999999997,5.000,10.000,4512.010
134.599999999997,5.000,10.000,4515.770
134.699999999997,5.000,10.000,4519.531
134.799999999997,5.000,10.000,4523.292
134.899999999997,5.000,10.000,4527.053
134.999999999997,5.000,10.000,4530.813
135.099999999997,5.000,10.000,4534.574
135.199999999997,5.000,10.000,4538.335
135.299999999997,5.000,10.000,4542.096
135.399999999997,5.000,10.000,4545.856
135.499999999997,5.000,10.000,4549.617
135.599999999997,5.000,10.000,4553.378
135.699999999997,5.000,10.000,4557.139
135.799999999997,5.000,10.000,4560.899
135.899999999997,5.000,10.000,4564.660
135.999999999997,5.000,10.000,4568.421
136.099999999997,5.000,10.000,4572.182
136.199999999997,5.000,10.000,4575.942
136.299999999997,5.000,10.000,4579.703
136.399999999997,5.000,10.000,4583.464
136.499999999997,5.000,10.000,4587.225
136.599999999997,5.000,10.000,4590.985
136.699999999997,5.000,10.000,4594.746
136.799999999997,5.000,10.000,4598.507
136.899999999997,5.000,10.000,4602.268
136.999999999997,5.000,10.000,4606.028
137.099999999996,5.000,10.000,4609.789
137.199999999996,5.000,10.000,4613.550
137.299999999996,5.000,10.000,4617.311
137.399999999996,5.000,10.000,4621.071
137.499999999996,5.000,10.000,4624.832
137.599999999996,5.000,10.000,4628.593
137.699999999996,5.000,10.000,4632.354
137.799999999996,5.000,10.000,4636.114
137.899999999996,5.000,10.000,4639.875
137.999999999996,5.000,10.000,4643.636
138.099999999996,5.000,10.000,4647.397
138.199999999996,5.000,10.000,4651.157
138.299999999996,5.000,10.000,4654.918
138.399999999996,5.000,10.000,4658.679
138.499999999996,5.000,10.000,4662.440
138.599999999996,5.000,10.000,4666.200
138.699999999996,5.000,10.000,4669.961
138.799999999996,5.000,10.000,4673.722
138.899999999996,5.000,10.000,4677.483
138.999999999996,5.000,10.000,4681.243
139.099999999996,5.000,10.000,4685.004
139.199999999996,5.000,10.000,4688.765
139.299999999996,5.000,10.000,4692.526
139.399999999996,5.000,10.000,4696.286
139.499999999996,5.000,10.000,4700.047
139.599999999996,5.000,10.000,4703.808
139.699999999996,5.000,10.000,4707.569
139.799999999996,5.000,10.000,4711.329
139.899999999996,5.000,10.000,4715.090
139.999999999996,5.000,10.000,4718.851
140.099999999996,5.000,10.000,4722.612
140.199999999996,5.000,10.000,4726.372
140.299999999996,5.000,10.000,4730.133
140.399999999996,5.000,10.000,4733.894
140.499999999996,5.000,10.000,4737.655
140.599999999996,5.000,10.000,4741.415
140.699999999996,5.000,10.000,4745.176
140.799999999996,5.000,10.000,4748.937
140.899999999996,5.000,10.000,4752.698
140.999999999996,5.000,10.000,4756.458
141.099999999996,5.000,10.000,4760.219
141.199999999996,5.000,10.000,4763.980
141.299999999996,5.000,10.000,4767.741
141.399999999996,5.000,10.000,4771.501
141.499999999996,5.000,10.000,4775.262
141.599999999996,5.000,10.000,4779.023
141.699999999996,5.000,10.000,4782.784
141.799999999996,5.000,10.000,4786.544
141.899999999996,5.000,10.000,4790.305
141.999999999996,5.000,10.000,4794.066
142.099999999996,5.000,10.000,4797.827
142.199999999996,5.000,10.000,4801.587
142.299999999996,5.000,10.000,4805.348
142.399999999996,5.000,10.000,4809.109
